,points,province,variety,price
10231,3,Oregon,Pinot Noir,60
10236,2,California,Cabernet Sauvignon,11
10238,2,Central Otago,Chardonnay,23
10239,2,Spain Other,Red Blend,39
10244,3,California,Chardonnay,16
10246,3,Loire Valley,Chardonnay,17
10247,2,California,Cabernet Sauvignon,25
10248,3,California,Pinot Noir,20
10250,3,Marlborough,Pinot Noir,28
10252,3,Casablanca Valley,Sauvignon Blanc,13
10253,2,California,Chardonnay,32
10257,2,South Australia,Chardonnay,20
10258,1,Moldova,Red Blend,10
10259,3,Burgundy,Chardonnay,39
10261,2,California,Sauvignon Blanc,18
10262,1,Curicó Valley,Sauvignon Blanc,8
10264,2,Marlborough,Pinot Noir,39
10265,3,Burgundy,Chardonnay,47
10267,3,Washington,Cabernet Sauvignon,9
10276,3,California,Pinot Noir,40
10284,3,California,Red Blend,95
10285,2,Marlborough,Sauvignon Blanc,17
10288,3,Tuscany,Cabernet Sauvignon,65
10293,3,California,Cabernet Sauvignon,50
10294,2,Marlborough,Sauvignon Blanc,13
10296,2,California,Cabernet Sauvignon,28
10298,3,Catalonia,Red Blend,100
10300,2,Burgundy,Pinot Noir,23
10302,2,Casablanca Valley,Chardonnay,12
10303,3,California,Sauvignon Blanc,36
10304,4,California,Cabernet Sauvignon,75
10306,4,Stellenbosch,Cabernet Sauvignon,15
10308,3,Burgundy,Pinot Noir,45
10310,4,California,Red Blend,50
10311,3,Marlborough,Pinot Noir,30
10315,3,Oregon,Pinot Noir,50
10318,1,California,Red Blend,8
10320,4,Oregon,Pinot Noir,47
10322,3,Tuscany,Red Blend,50
10325,2,Tuscany,Red Blend,20
10326,2,California,Pinot Noir,28
10330,3,Tejo,Cabernet Sauvignon,12
10332,4,Oregon,Pinot Noir,100
10335,2,Loire Valley,Sauvignon Blanc,25
10340,3,Central Otago,Pinot Noir,55
10343,3,Tuscany,Red Blend,12
10345,2,California,Pinot Noir,18
10348,2,California,Red Blend,22
10349,2,Mendoza Province,Cabernet Sauvignon,16
10350,3,California,Sauvignon Blanc,45
10352,4,Oregon,Pinot Noir,58
10353,3,California,Pinot Noir,33
10357,4,Washington,Cabernet Sauvignon,50
10360,2,California,Pinot Noir,15
10361,2,Burgundy,Chardonnay,63
10365,3,California,Pinot Noir,75
10366,4,Oregon,Pinot Noir,40
10369,2,Mendoza Province,Cabernet Sauvignon,21
10371,3,Marlborough,Sauvignon Blanc,20
10373,2,California,Chardonnay,19
10376,3,California,Cabernet Sauvignon,70
10380,4,Burgundy,Pinot Noir,180
10382,2,California,Chardonnay,25
10385,3,Catalonia,Cabernet Sauvignon,50
10387,1,California,Sauvignon Blanc,6
10393,3,Oregon,Pinot Noir,50
10398,3,Burgundy,Pinot Noir,27
10401,3,Colchagua Valley,Cabernet Sauvignon,21
10402,4,California,Pinot Noir,48
10409,3,California,Chardonnay,35
10410,3,Oregon,Pinot Noir,35
10414,2,Oregon,Chardonnay,15
10416,2,California,Sauvignon Blanc,10
10419,2,California,Cabernet Sauvignon,75
10420,3,Tuscany,Red Blend,17
10427,1,Burgundy,Chardonnay,23
10429,1,California,Cabernet Sauvignon,12
10437,4,California,Pinot Noir,30
10444,1,California,Chardonnay,22
10445,4,California,Cabernet Sauvignon,48
10448,3,Stellenbosch,Red Blend,30
10455,3,Marlborough,Sauvignon Blanc,16
10456,3,California,Pinot Noir,40
10459,3,California,Chardonnay,16
10461,2,Oregon,Pinot Noir,36
10470,2,Washington,Cabernet Sauvignon,30
10472,3,Marlborough,Pinot Noir,41
10487,3,Tuscany,Red Blend,25
10488,3,California,Red Blend,60
10489,3,Washington,Red Blend,20
10491,1,Washington,Chardonnay,14
10498,3,Lolol Valley,Sauvignon Blanc,22
10503,2,New York,Pinot Noir,21
10506,3,Casablanca Valley,Pinot Noir,20
10508,4,Washington,Cabernet Sauvignon,44
10510,4,Oregon,Pinot Noir,42
10511,4,California,Pinot Noir,30
10517,3,South Australia,Cabernet Sauvignon,34
10519,4,California,Sauvignon Blanc,50
10520,2,California,Chardonnay,20
10521,3,California,Red Blend,40
10524,3,Coastal Region,Sauvignon Blanc,18
10525,3,Oregon,Pinot Noir,30
10527,2,California,Cabernet Sauvignon,59
10532,2,New York,Chardonnay,19
10536,2,Veneto,Red Blend,20
10540,2,Veneto,Red Blend,19
10543,3,California,Cabernet Sauvignon,64
10544,3,California,Pinot Noir,38
10546,2,California,Cabernet Sauvignon,39
10548,2,California,Pinot Noir,17
10549,2,Washington,Red Blend,18
10551,3,California,Pinot Noir,70
10552,3,California,Sauvignon Blanc,19
10553,4,California,Cabernet Sauvignon,350
10559,2,California,Sauvignon Blanc,20
10569,1,California,Pinot Noir,75
10572,3,Washington,Sauvignon Blanc,15
10573,4,Tuscany,Red Blend,66
10574,3,Maule Valley,Red Blend,35
10577,2,Canterbury,Pinot Noir,25
10579,2,California,Cabernet Sauvignon,25
10580,3,Marlborough,Sauvignon Blanc,19
10581,1,California,Pinot Noir,35
10582,3,California,Chardonnay,36
10586,2,California,Chardonnay,35
10589,4,California,Chardonnay,25
10591,2,South Australia,Chardonnay,17
10594,3,Washington,Cabernet Sauvignon,28
10599,2,Mendoza Province,Chardonnay,20
10601,4,Washington,Red Blend,44
10606,3,Washington,Red Blend,34
10611,2,Estremadura,Red Blend,8
10612,2,Galilee,Pinot Noir,18
10615,2,California,Cabernet Sauvignon,18
10616,2,Washington,Sauvignon Blanc,24
10620,1,California,Pinot Noir,16
10639,2,California,Chardonnay,20
10640,3,Burgundy,Chardonnay,40
10642,3,California,Cabernet Sauvignon,50
10645,3,Loire Valley,Sauvignon Blanc,14
10648,4,California,Cabernet Sauvignon,80
10650,2,France Other,Chardonnay,12
10652,2,Loire Valley,Sauvignon Blanc,22
10653,4,Loire Valley,Sauvignon Blanc,110
10660,2,Central Italy,Chardonnay,16
10661,2,Tuscany,Cabernet Sauvignon,62
10662,2,California,Chardonnay,12
10663,4,California,Pinot Noir,50
10665,2,California,Pinot Noir,32
10667,2,California,Chardonnay,14
10670,2,California,Chardonnay,30
10673,4,California,Cabernet Sauvignon,110
10674,5,California,Cabernet Sauvignon,250
10676,2,California,Red Blend,50
10677,3,Bordeaux,Red Blend,17
10678,1,Washington,Cabernet Sauvignon,10
10681,3,New South Wales,Cabernet Sauvignon,13
10683,2,California,Sauvignon Blanc,14
10687,2,Judean Hills,Cabernet Sauvignon,30
10690,3,Oregon,Pinot Noir,50
10696,3,California,Pinot Noir,52
10704,3,South Australia,Sauvignon Blanc,17
10705,3,Kumeu,Chardonnay,42
10708,3,Washington,Red Blend,75
10711,2,California,Pinot Noir,38
10721,1,Lolol Valley,Sauvignon Blanc,23
10723,2,California,Cabernet Sauvignon,15
10725,2,California,Red Blend,18
10726,3,California,Pinot Noir,45
10729,1,Marlborough,Sauvignon Blanc,10
10730,2,California,Pinot Noir,38
10731,4,California,Chardonnay,50
10732,2,Mendoza Province,Cabernet Sauvignon,10
10734,3,Burgundy,Pinot Noir,24
10735,2,California,Chardonnay,13
10737,2,Southern Italy,Red Blend,65
10738,3,Washington,Cabernet Sauvignon,24
10744,2,South Australia,Cabernet Sauvignon,24
10748,3,Oregon,Pinot Noir,35
10749,4,California,Cabernet Sauvignon,40
10750,2,California,Cabernet Sauvignon,24
10752,4,California,Pinot Noir,56
10754,2,Casablanca Valley,Sauvignon Blanc,14
10759,3,Tuscany,Red Blend,23
10760,3,Washington,Cabernet Sauvignon,100
10765,2,Victoria,Chardonnay,15
10767,3,Washington,Red Blend,18
10768,2,Colchagua Valley,Chardonnay,12
10771,3,Washington,Red Blend,24
10773,1,Mendoza Province,Chardonnay,10
10778,3,Oregon,Pinot Noir,55
10780,1,California,Pinot Noir,11
10783,2,Epanomi,Chardonnay,60
10784,4,California,Pinot Noir,35
10787,4,Burgundy,Pinot Noir,82
10788,4,California,Chardonnay,40
10789,3,Maipo Valley,Cabernet Sauvignon,29
10790,2,California,Sauvignon Blanc,10
10792,3,California,Chardonnay,47
10794,2,California,Chardonnay,9
10797,2,Tuscany,Chardonnay,16
10800,1,Colorado,Cabernet Sauvignon,28
10802,2,California,Chardonnay,22
10804,2,Drama,Sauvignon Blanc,22
10811,3,California,Chardonnay,27
10812,3,Burgundy,Chardonnay,53
10813,4,California,Pinot Noir,50
10814,3,Veneto,Red Blend,65
10821,4,California,Pinot Noir,90
10824,2,Oregon,Pinot Noir,33
10825,4,California,Sauvignon Blanc,45
10826,2,Peloponnese,Cabernet Sauvignon,16
10828,1,California,Pinot Noir,25
10832,3,South Australia,Pinot Noir,20
10836,3,California,Pinot Noir,40
10837,3,Gisborne,Chardonnay,20
10838,3,Catalonia,Red Blend,75
10841,2,New York,Cabernet Sauvignon,18
10843,2,California,Cabernet Sauvignon,32
10845,3,Tuscany,Red Blend,60
10847,2,California,Chardonnay,24
10848,3,Alsace,Pinot Noir,18
10849,3,Burgenland,Chardonnay,32
10850,4,California,Sauvignon Blanc,29
10851,2,Western Australia,Cabernet Sauvignon,17
10852,2,California,Cabernet Sauvignon,30
10853,4,California,Cabernet Sauvignon,45
10854,3,California,Chardonnay,42
10855,4,California,Cabernet Sauvignon,120
10857,3,California,Chardonnay,30
10858,3,Casablanca Valley,Sauvignon Blanc,22
10865,3,California,Cabernet Sauvignon,62
10876,3,California,Chardonnay,34
10880,3,California,Chardonnay,30
10881,2,California,Cabernet Sauvignon,45
10882,2,Tuscany,Red Blend,15
10883,2,California,Cabernet Sauvignon,45
10884,1,Languedoc-Roussillon,Chardonnay,12
10885,3,Washington,Red Blend,7
10887,4,California,Pinot Noir,55
10888,2,California,Red Blend,25
10894,3,Washington,Red Blend,45
10895,2,California,Pinot Noir,45
10899,4,Burgundy,Chardonnay,56
10900,4,Washington,Cabernet Sauvignon,39
10911,3,California,Pinot Noir,32
10912,3,Colchagua Valley,Cabernet Sauvignon,25
10913,2,Curicó Valley,Pinot Noir,12
10914,3,California,Cabernet Sauvignon,65
10917,4,Tuscany,Red Blend,95
10918,3,California,Pinot Noir,56
10919,2,Nelson,Pinot Noir,30
10926,2,California,Chardonnay,25
10932,3,California,Cabernet Sauvignon,24
10936,4,Burgundy,Pinot Noir,208
10938,2,Tuscany,Red Blend,24
10942,3,Burgundy,Chardonnay,80
10947,3,California,Red Blend,60
10951,2,Burgundy,Chardonnay,25
10958,3,California,Pinot Noir,62
10959,3,Champagne,Chardonnay,79
10962,2,California,Cabernet Sauvignon,60
10964,3,Hawke's Bay,Chardonnay,30
10965,3,Washington,Cabernet Sauvignon,30
10968,2,California,Cabernet Sauvignon,25
10969,2,Other,Cabernet Sauvignon,20
10972,4,California,Cabernet Sauvignon,32
10974,3,Leyda Valley,Chardonnay,30
10976,2,Washington,Red Blend,20
10978,3,California,Chardonnay,75
10981,3,California,Cabernet Sauvignon,80
10987,5,Oregon,Pinot Noir,75
10988,3,California,Chardonnay,33
10990,3,Colchagua Valley,Cabernet Sauvignon,10
10991,3,California,Cabernet Sauvignon,125
10992,3,Northern Spain,Red Blend,70
10995,2,Burgundy,Pinot Noir,33
10997,3,Catalonia,Red Blend,22
11002,3,California,Cabernet Sauvignon,17
11005,2,Southwest France,Sauvignon Blanc,10
11009,3,Tuscany,Red Blend,40
11012,2,California,Pinot Noir,29
11017,3,Washington,Red Blend,25
11019,4,Burgundy,Chardonnay,37
11023,1,California,Cabernet Sauvignon,11
11025,3,Sicily & Sardinia,Red Blend,33
11026,4,California,Pinot Noir,48
11033,4,California,Pinot Noir,70
11034,1,California,Cabernet Sauvignon,15
11035,3,California,Pinot Noir,55
11037,4,California,Red Blend,55
11040,2,California,Cabernet Sauvignon,15
11043,2,California,Pinot Noir,25
11044,2,Dealu Mare,Chardonnay,10
11050,4,Tuscany,Red Blend,75
11054,2,California,Sauvignon Blanc,15
11059,1,California,Cabernet Sauvignon,28
11060,2,California,Pinot Noir,44
11061,3,Oregon,Pinot Noir,60
11062,3,California,Chardonnay,32
11066,2,Central Italy,Red Blend,21
11070,3,Sicily & Sardinia,Chardonnay,58
11075,4,Burgundy,Chardonnay,80
11077,2,Washington,Red Blend,23
11078,2,California,Red Blend,48
11080,3,Swartland,Red Blend,20
11086,2,Casablanca Valley,Pinot Noir,38
11089,3,Tuscany,Red Blend,70
11092,3,Washington,Chardonnay,20
11093,2,Burgundy,Chardonnay,30
11094,4,Burgundy,Chardonnay,70
11098,4,California,Cabernet Sauvignon,55
11101,3,Loire Valley,Sauvignon Blanc,29
11104,2,California,Pinot Noir,28
11105,2,California,Sauvignon Blanc,18
11107,2,Languedoc-Roussillon,Chardonnay,12
11108,2,California,Pinot Noir,30
11109,2,New York,Chardonnay,20
11110,3,Ontario,Cabernet Sauvignon,58
11112,1,California,Cabernet Sauvignon,25
11114,3,Casablanca Valley,Sauvignon Blanc,18
11123,3,California,Cabernet Sauvignon,35
11129,4,California,Cabernet Sauvignon,120
11131,4,Oregon,Pinot Noir,50
11133,2,Central Valley,Sauvignon Blanc,8
11135,2,Thracian Valley,Cabernet Sauvignon,8
11140,3,California,Cabernet Sauvignon,125
11142,3,California,Cabernet Sauvignon,16
11146,3,California,Chardonnay,28
11152,3,California,Cabernet Sauvignon,60
11153,3,Burgenland,Pinot Noir,46
11154,4,Tuscany,Red Blend,45
11159,3,South Australia,Red Blend,20
11160,2,Sicily & Sardinia,Red Blend,20
11162,2,California,Pinot Noir,36
11163,2,California,Chardonnay,17
11164,3,Thermenregion,Pinot Noir,89
11165,3,Leyda Valley,Sauvignon Blanc,12
11166,2,California,Chardonnay,17
11168,4,Tuscany,Red Blend,50
11169,2,California,Pinot Noir,12
11171,2,California,Sauvignon Blanc,18
11172,4,Mendoza Province,Red Blend,40
11178,2,Washington,Red Blend,25
11179,1,Burgundy,Pinot Noir,15
11180,3,California,Pinot Noir,45
11181,4,California,Chardonnay,30
11182,2,California,Red Blend,28
11184,2,South Australia,Cabernet Sauvignon,19
11186,2,Western Cape,Sauvignon Blanc,14
11190,5,California,Pinot Noir,52
11193,2,Curicó Valley,Chardonnay,10
11195,3,Victoria,Chardonnay,21
11197,3,Oregon,Chardonnay,20
11203,2,California,Red Blend,37
11204,4,California,Red Blend,140
11210,2,Oregon,Pinot Noir,27
11214,1,Mendoza Province,Sauvignon Blanc,13
11217,3,Martinborough,Pinot Noir,55
11221,2,New York,Chardonnay,18
11226,1,California,Red Blend,10
11227,3,California,Pinot Noir,59
11230,4,California,Chardonnay,28
11235,3,California,Pinot Noir,28
11237,3,Washington,Cabernet Sauvignon,30
11239,2,California,Chardonnay,16
11240,3,Washington,Red Blend,24
11243,4,California,Chardonnay,40
11247,2,California,Sauvignon Blanc,12
11249,2,California,Chardonnay,17
11251,2,Casablanca Valley,Pinot Noir,13
11258,2,Mendoza Province,Chardonnay,10
11259,1,California,Sauvignon Blanc,10
11260,3,Oregon,Pinot Noir,32
11266,3,Oregon,Pinot Noir,38
11267,2,California,Red Blend,18
11268,3,Marlborough,Chardonnay,24
11269,2,Oregon,Chardonnay,25
11271,2,Mendoza Province,Cabernet Sauvignon,32
11272,3,Washington,Red Blend,33
11275,1,New York,Chardonnay,18
11277,3,Washington,Chardonnay,25
11278,2,New York,Sauvignon Blanc,20
11279,2,California,Chardonnay,45
11284,3,Central Valley,Cabernet Sauvignon,10
11285,2,Marlborough,Pinot Noir,22
11286,4,California,Pinot Noir,30
11289,3,British Columbia,Chardonnay,24
11291,2,California,Sauvignon Blanc,15
11293,3,Washington,Red Blend,22
11294,3,Martinborough,Sauvignon Blanc,19
11295,3,California,Pinot Noir,60
11296,3,Nelson,Pinot Noir,22
11297,2,Colchagua Valley,Sauvignon Blanc,23
11299,3,South Australia,Chardonnay,35
11302,3,Burgundy,Chardonnay,20
11306,2,Marlborough,Chardonnay,18
11310,3,California,Chardonnay,24
11312,2,California,Chardonnay,30
11315,2,California,Cabernet Sauvignon,10
11316,2,Burgundy,Chardonnay,26
11318,2,California,Pinot Noir,50
11319,4,Burgundy,Chardonnay,32
11320,2,California,Sauvignon Blanc,27
11322,3,Tuscany,Red Blend,20
11323,3,Catalonia,Pinot Noir,12
11327,3,Stellenbosch,Sauvignon Blanc,15
11329,3,Burgundy,Chardonnay,36
11333,4,California,Pinot Noir,75
11337,1,California,Pinot Noir,30
11344,4,California,Pinot Noir,32
11345,2,Alsace,Pinot Noir,22
11346,3,Oregon,Pinot Noir,32
11348,3,Marlborough,Sauvignon Blanc,22
11349,2,California,Cabernet Sauvignon,30
11350,2,California,Chardonnay,55
11354,3,Washington,Sauvignon Blanc,13
11357,4,California,Cabernet Sauvignon,50
11364,2,Marlborough,Pinot Noir,55
11367,1,Marlborough,Pinot Noir,30
11373,2,Wellington,Red Blend,18
11375,3,South Australia,Red Blend,18
11381,4,Northeastern Italy,Chardonnay,85
11382,2,Victoria,Pinot Noir,12
11385,2,California,Chardonnay,19
11397,3,California,Pinot Noir,42
11398,3,California,Cabernet Sauvignon,35
11400,1,New Mexico,Sauvignon Blanc,16
11401,4,California,Cabernet Sauvignon,60
11404,2,New York,Red Blend,15
11405,4,Veneto,Cabernet Sauvignon,62
11406,2,Marlborough,Sauvignon Blanc,15
11413,4,Oregon,Pinot Noir,26
11435,3,Simonsberg-Stellenbosch,Chardonnay,12
11443,2,Australia Other,Chardonnay,11
11444,3,New York,Sauvignon Blanc,23
11445,2,California,Cabernet Sauvignon,52
11446,3,Champagne,Chardonnay,58
11447,2,Colchagua Valley,Sauvignon Blanc,10
11449,4,Burgundy,Chardonnay,49
11450,2,California,Pinot Noir,45
11454,3,California,Pinot Noir,40
11455,2,Loire Valley,Sauvignon Blanc,22
11457,2,California,Sauvignon Blanc,18
11458,2,South Australia,Sauvignon Blanc,15
11461,5,Burgundy,Pinot Noir,115
11463,2,Mendoza Province,Cabernet Sauvignon,20
11464,3,Tuscany,Red Blend,89
11469,1,Moldova,Cabernet Sauvignon,17
11472,4,Nelson,Chardonnay,45
11474,2,Washington,Cabernet Sauvignon,36
11478,2,California,Chardonnay,18
11479,2,California,Cabernet Sauvignon,13
11482,2,Coastal Region,Sauvignon Blanc,16
11483,3,Canterbury,Pinot Noir,24
11490,4,Burgundy,Chardonnay,106
11492,4,Tuscany,Red Blend,90
11493,3,Oregon,Pinot Noir,25
11494,3,Burgundy,Chardonnay,66
11496,4,Oregon,Pinot Noir,90
11497,4,California,Chardonnay,37
11499,1,California,Chardonnay,20
11507,2,Oregon,Pinot Noir,17
11508,2,Mendoza Province,Pinot Noir,18
11513,3,Peloponnese,Cabernet Sauvignon,20
11514,3,California,Cabernet Sauvignon,65
11518,3,California,Cabernet Sauvignon,195
11522,3,California,Cabernet Sauvignon,75
11524,3,Languedoc-Roussillon,Red Blend,18
11529,2,Mendoza Province,Cabernet Sauvignon,17
11536,4,California,Pinot Noir,56
11539,4,California,Cabernet Sauvignon,65
11543,3,California,Cabernet Sauvignon,100
11547,3,Mendoza Province,Red Blend,50
11551,4,California,Chardonnay,80
11554,3,Sicily & Sardinia,Red Blend,25
11555,2,Sicily & Sardinia,Red Blend,34
11557,3,California,Cabernet Sauvignon,39
11562,3,Oregon,Pinot Noir,35
11567,3,California,Pinot Noir,70
11569,3,California,Chardonnay,35
11570,2,Mendoza Province,Pinot Noir,18
11578,2,Maipo Valley,Cabernet Sauvignon,9
11579,2,California,Sauvignon Blanc,15
11591,2,Marlborough,Sauvignon Blanc,17
11593,3,Burgundy,Chardonnay,71
11595,3,California,Pinot Noir,23
11597,3,Tuscany,Red Blend,55
11598,4,Northeastern Italy,Chardonnay,45
11603,2,California,Cabernet Sauvignon,48
11607,3,California,Chardonnay,46
11611,2,Overberg,Chardonnay,20
11617,4,California,Chardonnay,35
11625,3,California,Pinot Noir,40
11626,2,Australia Other,Chardonnay,12
11627,2,South Australia,Cabernet Sauvignon,16
11628,2,Casablanca Valley,Sauvignon Blanc,11
11630,4,California,Cabernet Sauvignon,95
11636,3,South Australia,Red Blend,25
11637,4,Washington,Cabernet Sauvignon,33
11640,4,California,Pinot Noir,42
11644,4,California,Chardonnay,35
11645,4,Burgundy,Pinot Noir,90
11646,3,California,Cabernet Sauvignon,18
11650,3,California,Pinot Noir,52
11652,3,California,Pinot Noir,45
11653,4,California,Chardonnay,34
11658,3,California,Sauvignon Blanc,25
11661,2,Marlborough,Pinot Noir,24
11664,2,California,Chardonnay,18
11665,3,Central Italy,Red Blend,35
11666,2,California,Chardonnay,18
11667,3,Mendoza Province,Cabernet Sauvignon,25
11673,3,Catalonia,Red Blend,37
11674,3,British Columbia,Chardonnay,30
11675,2,California,Pinot Noir,18
11676,2,Burgundy,Chardonnay,20
11677,1,California,Chardonnay,9
11679,1,California,Sauvignon Blanc,15
11680,2,California,Pinot Noir,34
11685,3,California,Cabernet Sauvignon,26
11686,3,Burgundy,Chardonnay,29
11688,2,California,Cabernet Sauvignon,38
11693,1,California,Cabernet Sauvignon,36
11698,3,Veneto,Red Blend,17
11702,3,California,Red Blend,50
11703,3,California,Pinot Noir,50
11707,1,Oregon,Pinot Noir,24
11709,3,Oregon,Pinot Noir,60
11713,3,California,Chardonnay,30
11715,2,Casablanca Valley,Chardonnay,16
11717,2,Southern Italy,Red Blend,18
11719,1,California,Sauvignon Blanc,13
11723,2,California,Pinot Noir,40
11726,1,Colchagua Valley,Cabernet Sauvignon,12
11727,3,California,Pinot Noir,40
11729,3,Languedoc-Roussillon,Red Blend,24
11730,2,Casablanca Valley,Chardonnay,8
11732,3,Western Cape,Red Blend,15
11737,1,California,Cabernet Sauvignon,28
11742,3,Marlborough,Chardonnay,15
11748,4,California,Pinot Noir,44
11751,2,Burgundy,Pinot Noir,32
11754,3,California,Cabernet Sauvignon,110
11759,2,Maipo Valley,Chardonnay,8
11762,3,California,Red Blend,55
11764,1,Mendoza Province,Chardonnay,10
11765,3,California,Pinot Noir,35
11766,3,California,Chardonnay,34
11768,3,Sicily & Sardinia,Red Blend,46
11769,2,California,Pinot Noir,13
11774,1,California,Red Blend,8
11776,3,California,Red Blend,36
11777,2,California,Pinot Noir,12
11779,2,Washington,Cabernet Sauvignon,23
11782,3,Washington,Cabernet Sauvignon,32
11785,3,Burgundy,Chardonnay,112
11789,2,Casablanca-Curicó Valley,Sauvignon Blanc,12
11791,2,Tuscany,Chardonnay,14
11792,3,Marlborough,Sauvignon Blanc,16
11793,2,Dealu Mare,Pinot Noir,10
11799,3,Ilias,Red Blend,20
11806,2,Northern Spain,Red Blend,11
11807,3,Western Australia,Cabernet Sauvignon,45
11808,4,Central Otago,Chardonnay,49
11811,3,Mendoza Province,Cabernet Sauvignon,13
11813,4,Oregon,Pinot Noir,50
11814,3,South Australia,Chardonnay,15
11815,3,Pfalz,Chardonnay,24
11823,2,Burgundy,Pinot Noir,18
11824,3,Washington,Cabernet Sauvignon,45
11826,1,California,Pinot Noir,75
11828,2,Washington,Cabernet Sauvignon,30
11830,2,Upper Galilee,Cabernet Sauvignon,24
11834,2,Southwest France,Red Blend,11
11839,4,California,Cabernet Sauvignon,95
11842,2,California,Cabernet Sauvignon,35
11846,2,Leyda Valley,Sauvignon Blanc,12
11850,2,California,Sauvignon Blanc,25
11852,3,California,Cabernet Sauvignon,38
11853,2,California,Pinot Noir,25
11856,3,Oregon,Pinot Noir,45
11858,2,Mendoza Province,Cabernet Sauvignon,9
11859,2,South Australia,Red Blend,20
11860,2,California,Chardonnay,18
11863,3,Bordeaux,Sauvignon Blanc,11
11865,4,Burgundy,Chardonnay,145
11868,2,Beaujolais,Chardonnay,14
11869,4,California,Pinot Noir,46
11870,4,California,Chardonnay,45
11875,4,Colchagua Valley,Red Blend,65
11879,2,Casablanca Valley,Pinot Noir,13
11885,3,Limarí Valley,Sauvignon Blanc,22
11889,3,California,Pinot Noir,55
11890,2,Marlborough,Chardonnay,16
11891,3,California,Cabernet Sauvignon,20
11892,3,Tuscany,Red Blend,16
11896,3,California,Sauvignon Blanc,50
11898,4,Oregon,Pinot Noir,45
11901,1,South Australia,Cabernet Sauvignon,15
11904,1,California,Sauvignon Blanc,22
11905,4,Washington,Red Blend,37
11906,5,Oregon,Pinot Noir,100
11908,4,California,Cabernet Sauvignon,100
11910,3,California,Chardonnay,30
11911,2,California,Cabernet Sauvignon,69
11918,4,California,Chardonnay,50
11919,2,Central Valley,Pinot Noir,13
11923,4,Oregon,Pinot Noir,48
11924,2,California,Pinot Noir,44
11930,2,California,Cabernet Sauvignon,18
11935,4,Colchagua Valley,Red Blend,92
11937,3,California,Chardonnay,20
11938,3,Marlborough,Pinot Noir,32
11940,2,Mendoza Province,Cabernet Sauvignon,10
11941,2,Washington,Cabernet Sauvignon,49
11942,3,California,Chardonnay,47
11946,3,Burgundy,Chardonnay,27
11947,4,California,Chardonnay,34
11948,2,Mendoza Province,Cabernet Sauvignon,11
11954,2,South Australia,Chardonnay,13
11955,2,California,Cabernet Sauvignon,20
11956,2,Mendoza Province,Cabernet Sauvignon,19
11957,2,Oregon,Pinot Noir,38
11959,2,Washington,Cabernet Sauvignon,35
11965,2,Niederösterreich,Pinot Noir,35
11967,1,Central Italy,Red Blend,25
11970,2,Mendoza Province,Chardonnay,15
11973,4,California,Pinot Noir,58
11979,3,Australia Other,Cabernet Sauvignon,20
11981,3,Burgundy,Chardonnay,30
11983,3,California,Chardonnay,17
11987,2,Oregon,Pinot Noir,39
11989,2,Marlborough,Sauvignon Blanc,13
11992,2,California,Chardonnay,16
11994,3,Washington,Red Blend,15
12000,2,Martinborough,Sauvignon Blanc,19
12002,2,California,Cabernet Sauvignon,40
12011,3,Washington,Red Blend,13
12018,2,Maipo Valley,Chardonnay,6
12026,2,California,Red Blend,20
12035,2,Catalonia,Red Blend,19
12036,2,Casablanca Valley,Chardonnay,22
12037,2,California,Cabernet Sauvignon,35
12038,2,Australia Other,Chardonnay,10
12040,3,California,Cabernet Sauvignon,70
12042,3,Marlborough,Pinot Noir,32
12043,2,Oregon,Pinot Noir,20
12045,2,Languedoc-Roussillon,Pinot Noir,12
12046,3,Marlborough,Sauvignon Blanc,17
12048,3,California,Red Blend,27
12051,1,California,Red Blend,25
12053,2,California,Pinot Noir,55
12057,2,California,Sauvignon Blanc,20
12060,2,Colchagua Valley,Cabernet Sauvignon,14
12062,4,Burgundy,Pinot Noir,133
12064,4,Washington,Red Blend,45
12065,3,Limarí Valley,Chardonnay,23
12067,3,Oregon,Cabernet Sauvignon,57
12068,2,California,Chardonnay,20
12069,2,Washington,Red Blend,26
12071,3,California,Pinot Noir,55
12073,2,Virginia,Chardonnay,28
12077,3,California,Chardonnay,25
12082,1,Virginia,Chardonnay,18
12084,1,California,Sauvignon Blanc,7
12087,3,Burgundy,Pinot Noir,100
12088,2,New York,Chardonnay,15
12090,4,Oregon,Pinot Noir,60
12091,4,California,Cabernet Sauvignon,70
12092,3,Marlborough,Sauvignon Blanc,15
12095,2,California,Chardonnay,40
12096,1,Mendoza Province,Cabernet Sauvignon,8
12097,2,California,Sauvignon Blanc,16
12098,3,California,Pinot Noir,57
12099,1,Virginia,Cabernet Sauvignon,18
12100,4,California,Pinot Noir,100
12101,3,California,Chardonnay,15
12102,4,Washington,Cabernet Sauvignon,72
12103,2,Western Australia,Chardonnay,11
12105,3,California,Cabernet Sauvignon,50
12106,2,Washington,Chardonnay,17
12107,3,California,Pinot Noir,48
12112,2,California,Pinot Noir,28
12113,1,California,Chardonnay,20
12114,3,Catalonia,Red Blend,45
12115,2,California,Cabernet Sauvignon,24
12120,2,Paarl,Chardonnay,25
12122,2,Loire Valley,Pinot Noir,29
12123,2,Mendoza Province,Chardonnay,13
12125,2,Marlborough,Pinot Noir,18
12126,2,California,Pinot Noir,25
12130,2,Central Valley,Cabernet Sauvignon,10
12133,3,California,Sauvignon Blanc,20
12137,3,California,Cabernet Sauvignon,80
12138,3,South Australia,Cabernet Sauvignon,19
12139,2,California,Chardonnay,40
