,points,province,variety,price
26347,3,California,Pinot Noir,15
26352,1,California,Pinot Noir,45
26353,1,California,Zinfandel,20
26356,3,California,Cabernet Sauvignon,50
26357,3,California,Zinfandel,19
26361,3,California,Cabernet Sauvignon,27
26362,2,California,Red Blend,27
26364,2,California,Chardonnay,12
26366,1,California,Cabernet Sauvignon,20
26371,3,Bordeaux,Merlot,13
26373,4,Washington,Sauvignon Blanc,18
26374,3,California,Bordeaux-style Red Blend,40
26376,3,California,Merlot-Cabernet Sauvignon,46
26377,5,California,Pinot Noir,94
26378,2,NorthernSpain,Tempranillo,18
26381,4,California,Pinot Noir,57
26382,2,California,Cabernet Sauvignon,17
26385,3,Washington,Syrah,30
26387,3,Washington,Chardonnay,25
26388,4,Washington,Chardonnay,22
26392,3,California,Cabernet Sauvignon,15
26393,3,California,Pinot Noir,35
26394,2,California,Cabernet Sauvignon,26
26396,4,California,Chardonnay,42
26398,4,California,Bordeaux-style Red Blend,56
26401,3,California,Zinfandel,18
26402,2,California,Chardonnay,18
26404,1,California,White Blend,11
26405,1,California,Chardonnay,12
26409,2,California,Zinfandel,28
26416,4,Washington,Cabernet Sauvignon,45
26419,3,California,Bordeaux-style Red Blend,49
26420,2,California,Merlot,14
26421,5,California,Red Blend,290
26422,3,California,Red Blend,70
26423,1,Washington,Pinot Gris,11
26426,2,Tuscany,Sangiovese,12
26433,3,Tuscany,Merlot,58
26434,4,California,Meritage,40
26435,2,California,Zinfandel,11
26438,2,NorthernSpain,White Blend,11
26439,2,Washington,Pinot Gris,11
26441,2,California,Grenache,45
26446,2,Bordeaux,Rosé,19
26454,2,Washington,Zinfandel,24
26455,4,California,Syrah,44
26456,3,Tuscany,Sangiovese,21
26458,4,Washington,Chardonnay,36
26462,4,Washington,Red Blend,78
26464,2,Bordeaux,Bordeaux-style Red Blend,18
26465,5,California,Cabernet Blend,245
26467,2,California,Chardonnay,13
26470,4,Washington,Cabernet Franc,27
26475,4,California,Pinot Noir,39
26480,1,Washington,Red Blend,15
26482,3,Washington,Pinot Grigio,22
26483,2,California,Merlot,15
26484,2,California,Chardonnay,16
26486,3,California,Chardonnay,30
26487,3,California,Cabernet Sauvignon,34
26490,2,California,Claret,22
26500,3,California,Syrah,53
26501,3,California,Pinot Gris,19
26503,3,California,Cabernet Sauvignon,48
26504,3,Washington,Red Blend,10
26506,2,California,Syrah,29
26513,2,Washington,Red Blend,28
26516,2,California,Syrah,44
26517,3,California,Pinot Noir,35
26519,2,California,Cabernet Sauvignon,85
26520,3,California,Cabernet Sauvignon,32
26521,3,California,Syrah,37
26522,3,California,Bordeaux-style Red Blend,45
26526,3,Washington,Rosé,25
26527,3,Washington,Bordeaux-style Red Blend,30
26529,3,California,Pinot Noir,50
26533,3,California,White Blend,20
26537,2,Washington,Sparkling Blend,12
26538,5,Washington,Cabernet Sauvignon,125
26539,1,California,Merlot,15
26540,3,Washington,Bordeaux-style Red Blend,33
26541,4,California,Grenache,48
26542,3,California,Pinot Noir,55
26543,2,California,Pinot Noir,40
26544,2,California,Cabernet Sauvignon,38
26545,4,California,Cabernet Sauvignon,50
26546,1,California,Pinot Noir,15
26547,4,Tuscany,Sangiovese Grosso,85
26548,2,California,Shiraz,10
26549,3,California,Red Blend,25
26552,2,California,Cabernet Sauvignon,5
26554,4,Bordeaux,Bordeaux-style Red Blend,47
26559,4,California,Merlot,55
26561,4,California,Cabernet Sauvignon,80
26562,2,California,Cabernet Sauvignon,24
26563,3,Washington,Merlot,40
26566,4,California,Cabernet Sauvignon,70
26568,2,Bordeaux,Bordeaux-style Red Blend,59
26571,3,California,Riesling,17
26572,3,California,Sparkling Blend,23
26573,2,California,Sparkling Blend,28
26574,3,Washington,Roussanne,26
26576,2,Washington,Merlot,9
26577,3,California,Zinfandel,20
26580,2,California,Sauvignon Blanc,13
26581,2,NorthernSpain,Tinta de Toro,13
26582,3,Tuscany,Red Blend,40
26583,1,California,Pinot Noir,30
26586,2,California,Rhône-style Red Blend,48
26589,3,Washington,Viognier,27
26590,2,Washington,Syrah,14
26595,4,Tuscany,Red Blend,90
26598,2,California,Sauvignon Blanc,18
26600,2,California,Roussanne,30
26608,2,Washington,Merlot,16
26611,2,Tuscany,Sangiovese,63
26612,2,California,Cabernet Sauvignon,45
26613,2,California,Sparkling Blend,28
26614,3,Washington,Merlot,75
26615,4,Washington,Red Blend,40
26618,2,California,Pinot Noir,55
26619,3,Washington,Merlot,32
26621,2,Tuscany,Red Blend,15
26623,2,Washington,Sangiovese,15
26627,2,California,Cabernet Sauvignon,45
26628,2,California,Pinot Noir,59
26629,2,California,Pinot Grigio,18
26630,3,California,Pinot Noir,40
26634,2,California,Syrah,14
26636,4,Washington,Cabernet Sauvignon,33
26643,2,California,Chardonnay,18
26644,1,California,Syrah,18
26645,4,California,Red Blend,52
26647,4,California,Bordeaux-style Red Blend,40
26649,1,California,Cabernet Sauvignon,7
26651,2,California,Arneis,14
26653,2,California,Chardonnay,20
26655,1,California,Chardonnay,20
26656,3,California,Grenache Blanc,28
26660,2,California,Chardonnay,13
26670,3,California,Pinot Noir,47
26671,3,California,Cabernet Sauvignon,25
26672,2,California,Zinfandel,20
26674,4,California,Pinot Noir,60
26677,3,Washington,Malbec,36
26685,2,California,Chardonnay,28
26687,3,California,Cabernet Sauvignon,60
26688,4,Tuscany,Cabernet Sauvignon,50
26690,2,California,Cabernet Sauvignon,15
26691,2,California,Chardonnay,9
26692,2,California,Pinot Noir,28
26693,1,NorthernSpain,Tempranillo,17
26695,2,Tuscany,Red Blend,62
26697,3,California,Rosé,25
26699,2,Washington,Red Blend,40
26702,3,California,Sauvignon Blanc,18
26707,1,NorthernSpain,Garnacha-Syrah,13
26710,2,California,Chardonnay,28
26711,3,California,Pinot Noir,29
26712,3,California,Grenache,34
26713,3,Bordeaux,Bordeaux-style Red Blend,25
26717,2,California,Merlot,17
26718,2,Washington,Cabernet Sauvignon,15
26719,2,California,Pinot Noir,14
26721,4,California,Pinot Noir,40
26723,2,California,Chardonnay,75
26724,2,California,Cabernet Sauvignon,50
26726,2,Washington,Pinot Gris,19
26727,2,California,Cabernet Sauvignon,40
26728,2,Washington,Zinfandel,28
26730,1,California,Chardonnay,20
26731,2,Washington,Chardonnay,20
26732,2,California,Pinot Gris,19
26733,3,California,Pinot Noir,60
26734,4,California,Zinfandel,50
26735,3,Bordeaux,Bordeaux-style Red Blend,29
26737,2,California,Pinot Noir,24
26741,1,California,Cabernet Sauvignon,15
26742,2,California,Sauvignon Blanc,15
26743,4,California,Cabernet Sauvignon,125
26746,3,California,Cabernet Sauvignon,80
26752,2,California,Claret,20
26753,1,California,White Blend,18
26756,2,California,Merlot,9
26757,5,California,Cabernet Sauvignon,125
26759,2,California,Cabernet Sauvignon,25
26760,4,Tuscany,Sangiovese Grosso,70
26765,2,California,Pinot Gris,19
26766,2,California,Chardonnay,20
26767,1,California,Malbec,12
26769,3,Bordeaux,Bordeaux-style Red Blend,30
26771,2,California,Grenache,33
26773,2,Washington,Red Blend,17
26774,3,NorthernSpain,Garnacha,10
26778,2,California,Pinot Grigio,16
26780,3,NorthernSpain,Tempranillo,22
26781,3,California,Syrah,24
26782,2,California,Marsanne,22
26784,3,California,Sparkling Blend,50
26785,3,Washington,Riesling,13
26786,2,California,Pinot Grigio,24
26787,4,Bordeaux,Bordeaux-style Red Blend,45
26793,3,California,Zinfandel,21
26796,4,Bordeaux,Bordeaux-style Red Blend,22
26798,3,California,Syrah,35
26799,1,Tuscany,Red Blend,13
26800,2,California,Pinot Noir,38
26803,3,California,Cabernet Sauvignon,85
26805,3,NorthernSpain,Tempranillo,16
26807,4,California,Cabernet Sauvignon,75
26811,3,Bordeaux,Bordeaux-style White Blend,13
26814,2,California,Chardonnay,25
26816,3,Washington,Bordeaux-style Red Blend,50
26818,3,California,Pinot Noir,50
26824,1,California,Pinot Noir,45
26827,3,California,Chardonnay,35
26829,2,California,Pinot Gris,17
26831,3,California,Pinot Noir,47
26833,2,Tuscany,Sangiovese,11
26836,1,Washington,Syrah,38
26837,2,California,Pinot Noir,50
26838,3,Washington,Muscat Canelli,11
26841,3,Bordeaux,Bordeaux-style Red Blend,15
26843,4,California,Chardonnay,40
26844,4,California,Cabernet Sauvignon,150
26845,2,California,Merlot,13
26846,2,California,Rhône-style Red Blend,32
26848,3,California,Chardonnay,45
26851,3,Washington,Syrah,50
26852,4,California,Syrah,36
26857,2,California,Pinot Grigio,10
26861,3,California,Cabernet Sauvignon,59
26865,1,California,Port,22
26870,4,California,Pinot Noir,47
26872,2,California,Sauvignon Blanc,15
26883,4,Tuscany,Sangiovese,54
26884,3,California,Zinfandel,28
26885,1,California,Syrah,18
26889,1,California,Syrah,45
26894,3,NorthernSpain,Verdejo,16
26895,3,Washington,Chardonnay,14
26897,2,California,Pinot Grigio,28
26900,2,Tuscany,Sangiovese,44
26901,3,California,Chardonnay,30
26902,2,NorthernSpain,Tempranillo,12
26905,2,California,Zinfandel,11
26907,3,Tuscany,Sangiovese,120
26908,2,California,Zinfandel,40
26909,3,Washington,Red Blend,38
26913,2,California,Zinfandel,30
26914,3,California,Pinot Noir,48
26916,3,NorthernSpain,Tempranillo,42
26917,2,California,Chardonnay,30
26918,2,NorthernSpain,Tempranillo Blend,7
26923,4,Washington,Chardonnay,36
26928,3,Tuscany,Sangiovese,57
26929,2,California,Gewürztraminer,16
26930,3,Washington,Cabernet Sauvignon,72
26931,2,California,Cabernet Sauvignon,60
26932,2,California,Port,22
26934,3,Washington,Bordeaux-style Red Blend,50
26939,2,Washington,Sangiovese,18
26940,3,California,G-S-M,30
26941,2,California,Chardonnay,18
26943,3,California,Chardonnay,48
26945,2,California,Chardonnay,15
26953,2,California,Chardonnay,16
26956,2,California,Pinot Noir,54
26964,3,California,Pinot Noir,60
26968,3,California,Red Blend,100
26969,2,Washington,Rhône-style Red Blend,39
26970,2,California,Merlot,22
26972,2,California,Chardonnay,23
26975,2,California,Chardonnay,13
26977,3,California,Cabernet Sauvignon,30
26978,3,California,Chardonnay,32
26981,3,NorthernSpain,Tempranillo,30
26983,2,California,Zinfandel,18
26984,3,California,Sangiovese,36
26988,2,NorthernSpain,Garnacha,20
26990,3,California,Bordeaux-style Red Blend,40
26991,3,California,Chardonnay,24
26992,3,California,Pinot Noir,48
26994,3,California,Chardonnay,25
26996,3,California,Chardonnay,35
27001,4,California,Chardonnay,35
27010,1,Washington,Cabernet Sauvignon,12
27011,3,California,Pinot Noir,27
27013,1,California,White Blend,10
27014,2,California,Merlot,85
27016,4,California,Pinot Blanc,18
27019,2,Tuscany,Red Blend,16
27021,3,California,Syrah,26
27023,3,Tuscany,Sangiovese Grosso,60
27024,3,Bordeaux,Bordeaux-style Red Blend,25
27028,4,Washington,Syrah,40
27030,3,Washington,Red Blend,50
27031,3,Tuscany,Vernaccia,23
27036,3,California,Zinfandel,30
27037,1,California,Syrah,26
27051,3,California,Petite Sirah,24
27052,2,Tuscany,Sangiovese Grosso,29
27054,2,California,Cabernet Sauvignon,26
27056,3,California,Syrah,42
27057,4,California,Cabernet Sauvignon,60
27060,2,NorthernSpain,Cabernet Sauvignon-Merlot,21
27063,2,California,White Blend,10
27064,3,NorthernSpain,Cabernet Sauvignon-Tempranillo,11
27066,3,Bordeaux,Bordeaux-style Red Blend,35
27067,1,California,Riesling,19
27069,3,California,Pinot Noir,29
27071,5,Tuscany,Red Blend,275
27072,1,California,Zinfandel,15
27073,3,Washington,Chardonnay,17
27074,3,Washington,Sauvignon Blanc,18
27075,3,Washington,Merlot,30
27076,1,Washington,Merlot,22
27077,2,California,Zinfandel,32
27087,3,California,Pinot Noir,35
27088,2,California,Pinot Noir,34
27089,2,Bordeaux,Bordeaux-style Red Blend,14
27092,4,California,Chardonnay,30
27093,4,California,Petite Sirah,25
27094,2,California,Merlot,10
27095,2,California,Syrah,18
27099,2,California,Chardonnay,18
27101,1,California,Pinot Noir,15
27102,1,California,Chardonnay,28
27104,3,Washington,Carignan-Grenache,25
27106,2,California,Petite Sirah,34
27108,3,California,Pinot Noir,65
27110,2,California,Pinot Noir,46
27112,3,California,Rosé,16
27115,2,California,Bordeaux-style Red Blend,35
27116,2,California,Syrah,60
27119,3,Tuscany,Red Blend,25
27120,2,Washington,Red Blend,20
27121,4,California,Chardonnay,39
27129,2,California,Sauvignon Blanc,20
27133,2,California,Cabernet Sauvignon,30
27134,2,California,Pinot Noir,38
27136,1,California,Malbec,20
27140,2,California,Zinfandel,20
27141,3,California,Cabernet Sauvignon,20
27142,1,California,Red Blend,32
27143,4,California,Syrah,40
27146,2,California,Red Blend,28
27147,2,California,Sauvignon Blanc,32
27150,2,California,Cabernet Sauvignon,25
27151,2,NorthernSpain,Tempranillo,47
27152,3,California,Cabernet Sauvignon,50
27157,4,California,Pinot Noir,45
27158,4,California,Pinot Noir,32
27159,2,California,Red Blend,25
27160,3,California,Cabernet Sauvignon,50
27162,4,California,Pinot Noir,55
27163,3,California,Port,90
27165,4,California,Cabernet Sauvignon-Cabernet Franc,39
27166,4,California,Bordeaux-style Red Blend,86
27167,2,California,Pinot Gris,17
27171,4,Washington,Cabernet Sauvignon,32
27173,4,California,Chardonnay,24
27176,3,California,Cabernet Sauvignon,40
27177,2,California,Sparkling Blend,10
27182,4,California,Cabernet Sauvignon,37
27187,2,California,Merlot,25
27188,3,Tuscany,Red Blend,52
27189,1,California,Merlot,16
27192,3,Tuscany,Sangiovese,68
27195,3,Tuscany,Red Blend,22
27197,2,California,Zinfandel,24
27198,1,California,Pinot Grigio,9
27199,2,California,Pinot Noir,40
27202,2,California,Zinfandel,18
27203,3,Washington,Merlot,25
27204,3,Washington,Riesling,13
27205,2,California,Cabernet Sauvignon,20
27207,2,Washington,Riesling,15
27208,2,California,Sangiovese,10
27209,3,Tuscany,Red Blend,17
27211,4,California,Rhône-style Red Blend,35
27215,2,Bordeaux,Bordeaux-style Red Blend,14
27216,3,Washington,Gewürztraminer,11
27217,4,California,Chardonnay,78
27218,4,California,Syrah,45
27219,2,California,Merlot,20
27221,2,California,Cabernet Sauvignon,10
27222,2,California,Cabernet Sauvignon,35
27223,2,California,Merlot,25
27227,3,Bordeaux,Bordeaux-style Red Blend,67
27231,1,California,Red Blend,33
27232,3,Washington,Grenache,35
27234,1,NorthernSpain,Verdejo,10
27235,2,California,G-S-M,28
27239,3,Washington,White Blend,18
27242,2,Tuscany,Sangiovese,14
27246,3,California,Pinot Noir,36
27247,3,California,Red Blend,60
27250,3,NorthernSpain,Tempranillo,35
27256,2,California,Merlot,15
27258,4,California,Syrah,50
27260,2,California,Grenache-Syrah,25
27261,3,California,Chardonnay,35
27269,3,Washington,Viognier,19
27270,3,California,Cabernet Sauvignon,43
27272,2,California,Viognier,12
27274,1,California,Bordeaux-style Red Blend,35
27277,3,Washington,Merlot,30
27279,2,NorthernSpain,Tempranillo Blend,46
27282,2,NorthernSpain,Tinto del Pais,19
27283,3,California,Zinfandel,45
27284,1,California,Chardonnay,32
27286,2,California,Syrah,27
27287,2,Washington,Cabernet Sauvignon,39
27288,2,California,Pinot Grigio,10
27289,2,NorthernSpain,Tempranillo,20
27293,3,Tuscany,Red Blend,60
27294,2,California,Chardonnay,25
27298,2,California,Pinot Noir,45
27300,2,California,Sangiovese,18
27302,3,California,Sparkling Blend,20
27303,2,Bordeaux,Bordeaux-style Red Blend,18
27305,3,Washington,Sauvignon Blanc,10
27309,3,California,Red Blend,48
27311,4,California,Pinot Noir,65
27312,2,Washington,Cabernet Sauvignon,35
27313,2,California,Chardonnay,8
27315,2,California,Petit Verdot,30
27316,1,California,Cabernet Sauvignon,34
27317,2,Tuscany,Red Blend,65
27318,2,California,Syrah,12
27320,3,California,Semillon-Sauvignon Blanc,17
27321,1,California,Chardonnay,13
27322,2,California,Chardonnay,24
27324,3,California,Chardonnay,37
27327,3,Washington,Viognier,19
27328,3,Bordeaux,Bordeaux-style Red Blend,79
27330,3,California,Cabernet Sauvignon,70
27331,4,California,Pinot Noir,90
27333,3,California,Mourvèdre,35
27336,4,Washington,Cabernet Sauvignon,60
27337,2,NorthernSpain,Tempranillo,31
27339,2,Washington,Syrah,30
27351,1,NorthernSpain,Tempranillo Blend,13
27355,2,California,Syrah,26
27356,3,California,Syrah,35
27358,3,California,Cabernet Sauvignon,135
27363,2,NorthernSpain,Verdejo,15
27364,3,California,Cabernet Sauvignon,30
27366,2,California,Cabernet Sauvignon,25
27369,2,Washington,Bordeaux-style Red Blend,28
27371,4,California,Syrah,70
27377,3,California,Chardonnay,16
27381,2,California,Cabernet Sauvignon,30
27385,2,California,Pinot Noir,45
27387,2,California,Cabernet Sauvignon,15
27390,2,California,Red Blend,24
27391,4,Tuscany,Red Blend,40
27395,2,Tuscany,Sangiovese,16
27397,2,California,Sauvignon Blanc,20
27400,2,California,Shiraz,9
27404,2,NorthernSpain,Grenache,7
27406,2,California,Cabernet Sauvignon,12
27409,3,Tuscany,Sangiovese,22
27414,2,California,Pinot Noir,50
27416,2,Bordeaux,Bordeaux-style White Blend,12
27418,3,Bordeaux,Bordeaux-style Red Blend,22
27419,2,Bordeaux,Bordeaux-style White Blend,11
27423,4,Washington,Chardonnay,25
27424,2,California,Sauvignon Blanc,18
27425,2,California,Sangiovese,16
27427,3,California,Sauvignon Blanc,25
27429,3,Tuscany,Sangiovese,21
27432,1,California,Merlot,11
27434,2,Washington,Tempranillo,20
27437,2,California,Chardonnay,13
27442,3,California,Chardonnay,20
27443,3,Washington,Syrah,25
27444,2,Tuscany,Red Blend,16
27445,4,California,Merlot,25
27450,1,California,Zinfandel,15
27451,3,California,Cabernet Sauvignon,36
27452,2,California,Zinfandel,18
27453,3,Washington,Merlot,22
27459,2,California,Syrah,24
27462,2,California,Rosé,10
27467,3,California,Red Blend,14
27468,3,NorthernSpain,Tinta de Toro,35
27469,1,California,Sauvignon Blanc,17
27471,1,California,Chardonnay,8
27475,3,Tuscany,Sangiovese,25
27476,4,Washington,Red Blend,50
27477,3,California,Grenache,29
27482,2,California,Cabernet Sauvignon,30
27483,4,California,Chardonnay,48
27484,3,Tuscany,Red Blend,35
27486,4,California,Malbec,60
27487,2,California,Pinot Noir,38
27488,3,California,Pinot Gris,18
27489,2,California,Zinfandel,21
27491,2,Tuscany,Rosato,18
27492,2,California,Merlot,20
27493,3,Washington,Sangiovese,25
27495,2,California,Chardonnay,20
27497,3,Bordeaux,Bordeaux-style Red Blend,24
27498,3,California,Cabernet Sauvignon,50
27499,2,California,Shiraz,10
27500,3,California,Port,36
27502,3,California,Pinot Noir,55
27503,2,California,Cabernet Sauvignon,20
27504,1,NorthernSpain,Maturana,40
27505,4,California,Chardonnay,43
27506,1,California,Cabernet Sauvignon,12
27507,3,Washington,Rhône-style Red Blend,28
27508,3,Washington,Red Blend,50
27510,3,Washington,Merlot,30
27511,3,Washington,Cabernet Sauvignon,34
27512,3,California,Albariño,24
27515,2,California,Chardonnay,13
27517,4,Tuscany,Red Blend,80
27519,2,California,Chardonnay,16
27520,3,Washington,Sémillon,22
27526,1,California,Sauvignon Blanc,18
27527,4,Washington,Red Blend,40
27532,4,Washington,Bordeaux-style Red Blend,80
27533,2,Washington,Malbec,27
27536,3,Bordeaux,Bordeaux-style Red Blend,13
27537,1,California,Merlot,17
27540,2,California,Pinot Noir,45
27543,3,California,Sauvignon Blanc,18
27544,3,California,Tempranillo,25
27546,3,Washington,Viognier,25
27550,4,California,Chardonnay,40
27555,3,Washington,Chardonnay,20
27557,4,Tuscany,Red Blend,155
27561,3,Washington,Riesling,16
27562,3,Washington,Red Blend,42
27564,1,California,Sparkling Blend,9
27565,4,California,Zinfandel,45
27568,1,California,Zinfandel,16
27572,2,California,Merlot,10
27573,3,Tuscany,Red Blend,25
27574,1,California,Zinfandel,12
27576,2,Washington,Chardonnay,24
27579,3,Washington,Syrah,38
27580,4,California,Cabernet Sauvignon,125
27583,3,California,Cabernet Franc,40
27586,3,Washington,Syrah,34
27587,4,California,Cabernet Sauvignon,115
27590,4,California,Chardonnay,44
27591,3,California,Pinot Noir,49
27592,2,California,Pinot Noir,27
27593,2,California,Chardonnay,24
27595,2,Washington,Sangiovese,22
27597,2,California,Chardonnay,13
27599,3,NorthernSpain,Tempranillo,35
27601,3,California,Chardonnay,50
27602,2,California,Bordeaux-style Red Blend,25
27603,2,California,Chardonnay,25
27604,3,California,Chardonnay,49
27605,3,Washington,Riesling,12
27608,3,California,Chardonnay,23
27609,4,Tuscany,Cabernet Blend,155
27610,2,Washington,Merlot-Cabernet,8
27611,2,Washington,Syrah,25
27612,3,NorthernSpain,Red Blend,24
27614,3,California,Pinot Noir,39
27615,2,California,Petite Sirah,26
27617,5,California,Cabernet Sauvignon,80
27618,4,California,Cabernet Sauvignon,150
27620,3,Washington,Merlot,30
27622,2,California,Syrah,22
27623,3,California,Chardonnay,32
27627,4,California,Pinot Noir,50
27629,3,California,Cabernet Franc,26
27630,5,California,Chardonnay,125
27631,4,Tuscany,Red Blend,35
27632,2,California,Zinfandel,18
27634,2,California,Pinot Noir,24
27635,1,California,Riesling,11
27637,2,California,Bordeaux-style Red Blend,75
27638,2,California,Cabernet Sauvignon,23
27639,1,California,Pinot Noir,19
27640,4,Washington,Red Blend,28
27641,3,California,Pinot Noir,44
27642,2,California,Sauvignon Blanc,22
27645,4,NorthernSpain,Tempranillo,63
27646,3,NorthernSpain,Verdejo-Viura,11
27649,2,Washington,Cabernet Sauvignon,32
27652,3,Tuscany,Cabernet Sauvignon,60
27654,4,California,Cabernet Sauvignon,45
27655,2,California,White Blend,16
27656,4,California,Pinot Noir,39
27657,3,California,Pinot Noir,32
27658,3,California,Cabernet Sauvignon,30
27659,4,Tuscany,Red Blend,85
27661,2,California,Sauvignon Blanc,16
27663,4,Bordeaux,Bordeaux-style Red Blend,165
27664,3,California,Sauvignon Blanc,12
27666,2,Washington,Counoise,28
27671,2,California,Chardonnay,12
27673,4,California,Pinot Noir,70
27675,2,Washington,Cabernet Sauvignon,22
27676,3,California,Cabernet Sauvignon,35
27681,2,California,Bordeaux-style Red Blend,30
27686,1,Tuscany,Sangiovese,10
27688,3,California,Sauvignon Blanc,15
27690,3,California,Pinot Noir,54
27691,2,California,Chardonnay,11
27693,4,Washington,Cabernet Sauvignon,52
27699,4,Washington,Bordeaux-style Red Blend,150
27702,3,California,Cabernet Sauvignon,19
27703,2,California,Red Blend,20
27708,2,California,Merlot,28
27715,3,California,Cabernet Sauvignon,35
27716,2,California,Chardonnay,17
27718,3,California,Cabernet Sauvignon,40
27721,3,California,Petite Sirah,35
27722,4,California,Chardonnay,50
27724,2,NorthernSpain,Verdejo-Viura,13
27729,2,California,Sauvignon Blanc,25
27730,3,California,Pinot Gris,65
27732,3,California,Pinot Noir,45
27734,4,California,Cabernet Sauvignon,18
27738,4,California,Chardonnay,44
27739,1,California,Zinfandel,20
27741,3,Tuscany,Red Blend,18
27742,1,California,Zinfandel,30
27747,3,California,Pinot Grigio,10
27752,2,Washington,Chardonnay,19
27754,2,California,Merlot,34
27755,2,California,Red Blend,7
27758,3,California,Merlot,75
27762,1,NorthernSpain,Chardonnay,14
27763,4,California,Cabernet Sauvignon,100
27764,3,California,Tempranillo Blend,16
27767,4,Tuscany,Sangiovese,22
27768,3,California,Cabernet Sauvignon,20
27773,4,Tuscany,Red Blend,55
27775,3,California,Grenache,25
27778,2,California,Rosé,24
27779,2,California,Pinot Grigio,18
27780,4,NorthernSpain,Cabernet Blend,30
27781,1,NorthernSpain,Sauvignon Blanc,10
27782,2,Tuscany,Vermentino,30
27783,2,California,Sauvignon Blanc,12
27784,2,Washington,Gewürztraminer,20
27786,2,California,Cabernet Sauvignon,35
27792,2,Bordeaux,Bordeaux-style Red Blend,25
27794,2,Washington,Sauvignon Blanc,15
27795,3,Washington,Cabernet Sauvignon,42
27802,2,California,Cabernet Sauvignon,60
27804,3,California,Pinot Noir,44
27806,2,California,Pinot Noir,28
27814,4,California,Zinfandel,45
27818,3,California,Chardonnay,22
27819,1,NorthernSpain,Viura,8
27820,2,California,Merlot,25
27823,4,California,Cabernet Sauvignon,100
27825,2,California,Chardonnay,45
27826,2,California,Chardonnay,14
27828,3,Washington,Merlot,34
27829,3,California,Chardonnay,38
27830,4,California,Cabernet Sauvignon,95
27831,2,California,Pinot Noir,20
27832,2,California,Chardonnay,25
27838,2,California,Zinfandel,40
27842,2,NorthernSpain,White Blend,15
27844,4,Bordeaux,Bordeaux-style Red Blend,47
27847,2,California,Cabernet Sauvignon,28
27848,3,California,Cabernet Sauvignon,38
27855,2,California,Syrah,20
27857,1,California,Red Blend,15
27859,1,California,Zinfandel,32
27862,4,Tuscany,Sangiovese,45
27863,2,California,Pinot Noir,59
27866,3,California,Cabernet Sauvignon,55
27868,3,California,Rhône-style Red Blend,20
27869,4,California,Pinot Noir,60
27870,3,California,Merlot,17
27872,4,California,Pinot Noir,32
27877,1,California,Merlot,15
27879,3,California,Cabernet Sauvignon,49
27880,3,California,Red Blend,19
27881,3,California,Pinot Grigio,22
27883,4,California,Chardonnay,34
27884,3,California,Syrah,29
27885,3,Washington,Riesling,18
27889,2,Bordeaux,Rosé,12
27891,2,California,Merlot,28
27897,2,California,Merlot,50
27898,2,NorthernSpain,Sauvignon Blanc-Verdejo,10
27900,3,California,Cabernet Blend,49
27904,2,California,Pinot Noir,48
27905,3,Tuscany,Red Blend,35
27906,4,California,Zinfandel,32
27911,3,Washington,Syrah,40
27915,3,California,Red Blend,58
27916,2,California,Syrah,20
27917,4,Tuscany,Sangiovese Grosso,55
27918,2,California,Zinfandel,20
27922,1,NorthernSpain,Tempranillo Blend,15
27923,2,California,Red Blend,18
27926,3,California,Syrah,60
27929,3,NorthernSpain,Tinta de Toro,17
27930,4,California,Pinot Noir,60
27932,2,California,Chardonnay,19
27933,2,California,Pinot Noir,23
27934,2,California,Merlot,15
27935,3,Tuscany,Sangiovese Grosso,25
27936,2,Washington,Red Blend,28
27937,2,Washington,Pinot Gris,14
27938,4,Bordeaux,Bordeaux-style Red Blend,115
27939,2,California,Viognier,24
27940,4,California,Pinot Noir,35
27942,2,Washington,Tempranillo,35
27944,3,Washington,Pinot Gris,15
27945,2,California,Chardonnay,21
27947,3,California,Viognier,15
27950,3,California,Merlot,13
27952,4,Washington,Syrah,32
27957,1,Washington,Red Blend,35
27958,3,California,Cabernet Sauvignon,20
27960,3,Washington,Rhône-style Red Blend,30
27963,2,California,Meritage,18
27964,3,NorthernSpain,Tempranillo,54
27969,4,Tuscany,Sangiovese Grosso,83
27970,3,Bordeaux,Bordeaux-style White Blend,32
27971,2,California,Merlot,20
27973,2,Washington,Merlot,18
27974,4,California,Cabernet Sauvignon,42
27976,3,Bordeaux,Bordeaux-style Red Blend,30
27977,3,California,Pinot Noir,48
27979,2,Washington,Red Blend,35
27981,3,NorthernSpain,Tempranillo,14
27983,3,California,Red Blend,16
27984,2,California,Sauvignon Blanc,8
27985,3,California,Cabernet Sauvignon,30
27986,3,California,Petite Sirah,32
27987,2,NorthernSpain,Tempranillo,23
27988,4,Tuscany,Red Blend,104
27991,3,Tuscany,Sangiovese,80
27993,2,California,Rosé,20
27995,4,California,Sauvignon Blanc,16
27997,4,California,Cabernet Sauvignon,28
27999,3,Washington,Syrah,22
28003,4,California,Cabernet Sauvignon,155
28005,4,California,Pinot Noir,44
28008,4,California,Bordeaux-style Red Blend,225
28011,3,California,Bordeaux-style Red Blend,22
28015,1,Washington,Red Blend,15
28022,2,California,Chardonnay,39
28026,3,Washington,Red Blend,45
28028,3,California,Zinfandel,18
28029,3,California,Sangiovese,18
28031,3,California,Pinot Noir,39
28035,2,California,Pinot Noir,34
28037,2,California,Merlot,25
28039,3,California,Sauvignon Blanc,18
28041,2,California,Zinfandel,20
28047,2,Washington,Lemberger,7
